id_usuario,nombre,correo,telefono,ciudad,departamento,industria,proyecto_activo,seguidores,inversion_total,fecha_registro,nivel_riesgo,edad,genero,experiencia_anios,mentor,tiene_equipo,patente_registrada,premios_ganados,fuente_financiamiento,inversion_angel,inversion_vc,inversion_gobierno,ingresos_mensuales,gastos_mensuales,margen_bruto,clientes_activos,churn_rate,nps_score,tiempo_desarrollo_meses,tecnologia_principal,lenguaje_programacion,base_datos,cloud_provider,usuarios_diarios,sesiones_dia,tiempo_promedio_sesion_min,tasa_conversion,costo_adquisicion,valor_vida_cliente,retorno_inversion,burn_rate,runway_meses,valoracion_actual,ronda_actual,objetivo_ronda,equity_ofrecido,pitch_deck_url,video_pitch_url,estado_validacion
125,Carlos Jesús Corredor Pinzón,parrakaren@example.org,320 964 87 42,Cartagena,Valle del Cauca,Healthtech,False,6495,251155.18,2024-07-14,Medio,32,M,12,False,False,False,1,Crowdfunding,82763.48,43406.79,51535.87,194198.12,399980.76,79.33,4546,28.52,-43,12,IA,Go,PostgreSQL,AWS,3141,8551,28.86,9.38,316.51,2351.54,82.2,19511.17,22,45495796.14,Serie A,2273387.47,8.29,https://conecta-crece.com/pitch/125,https://youtube.com/watch?v=pitch125,MVP
126,Mónica González,xcamargo@example.org,3008283091,Bucaramanga,Antioquia,IA,True,5112,583125.55,2025-02-17,Alto,55,M,14,True,True,False,0,Crowdfunding,159888.46,503608.35,36827.04,419921.73,58892.71,12.06,2610,26.52,5,29,IA,Go,MongoDB,Google Cloud,1549,1769,4.81,0.88,493.12,6207.77,283.08,63174.39,17,11622527.64,Pre-semilla,1828343.61,22.2,https://conecta-crece.com/pitch/126,https://youtube.com/watch?v=pitch126,Escalando
127,Leidy Edith Valencia,rosa41@example.net,+57 605 499 48 99,Cartagena,Atlántico,SaaS,False,3064,138416.19,2025-01-04,Medio,46,F,16,True,True,True,1,Bootstrapped,122576.75,678170.56,185087.02,475148.82,89643.64,56.99,1661,22.98,-84,14,Blockchain,Rust,Firebase,Azure,3758,14562,8.16,6.37,30.49,7379.78,159.21,34725.26,36,32105551.84,Pre-semilla,2627213.0,16.29,https://conecta-crece.com/pitch/127,https://youtube.com/watch?v=pitch127,Idea
128,Linda Sánchez Zuluaga,rmoreno@example.com,(+57) 315 988 75 20,Medellín,Atlántico,SaaS,True,9187,878391.04,2022-12-25,Alto,46,Otro,25,True,True,False,3,Gobierno,265319.27,541573.91,57182.92,84076.81,118332.35,74.33,4235,27.21,18,31,Web,Rust,MySQL,Google Cloud,4805,14672,21.19,2.46,212.64,4563.77,48.38,61079.97,15,44139167.52,Pre-semilla,1287907.36,22.29,https://conecta-crece.com/pitch/128,https://youtube.com/watch?v=pitch128,MVP
129,Javier Samir Gil Ramírez,ariascarlos@example.org,318 060 12 18,Bogotá,Cundinamarca,Fintech,False,5996,719782.85,2024-05-13,Alto,27,Otro,23,False,True,False,4,Gobierno,13171.83,119619.49,67038.63,435781.4,345178.85,21.35,1184,6.19,82,6,Blockchain,Java,MongoDB,DigitalOcean,2375,10283,6.24,13.53,480.61,134.98,370.97,6159.74,34,42785011.72,Pre-semilla,3059520.46,17.34,https://conecta-crece.com/pitch/129,https://youtube.com/watch?v=pitch129,MVP
130,Jaime Marín Marín,gomezcarolina@example.org,+57 302 810 89 65,Barranquilla,Atlántico,Agrotech,False,1350,590918.02,2025-06-24,Alto,22,M,18,False,True,True,1,Angel,16519.18,244313.88,29074.88,17183.61,231574.61,52.23,2712,27.69,-88,9,Blockchain,JavaScript,PostgreSQL,Azure,4883,9396,23.83,3.07,233.12,5831.77,462.31,13847.0,22,16208810.36,Serie B,4110310.47,23.96,https://conecta-crece.com/pitch/130,https://youtube.com/watch?v=pitch130,Idea
131,Elizabeth Eugenia Rodríguez Figueroa,epacheco@example.net,573142900585,Medellín,Cundinamarca,SaaS,False,5443,296368.55,2023-10-24,Medio,55,F,17,True,True,True,0,Crowdfunding,218918.56,440285.02,197437.85,242347.83,275710.79,75.37,2352,13.38,-19,19,IoT,Rust,MongoDB,Google Cloud,4619,8152,16.07,9.66,251.33,1881.08,285.17,72315.77,15,178887.77,Pre-semilla,2351183.89,24.92,https://conecta-crece.com/pitch/131,https://youtube.com/watch?v=pitch131,MVP
132,Katherine María Bohórquez,amayaclaudia@example.org,+573119933929,Barranquilla,Atlántico,Fintech,False,5778,800566.53,2024-09-11,Alto,35,M,21,True,False,False,0,VC,90085.2,384995.52,153406.52,57804.54,133846.53,37.72,4660,18.86,-93,14,Móvil,Java,MongoDB,DigitalOcean,3897,13082,2.03,2.47,86.14,4660.12,425.87,90113.22,32,39221052.76,Serie B,4642560.38,6.4,https://conecta-crece.com/pitch/132,https://youtube.com/watch?v=pitch132,Producto
133,Mauricio Bernal,milenasoto@example.org,(+57) 326 400 41 61,Bucaramanga,Valle del Cauca,E-commerce,True,3462,567117.93,2023-04-14,Alto,43,F,3,True,False,True,2,Gobierno,187953.25,589684.04,114196.33,195393.57,238400.59,70.52,2525,21.45,-20,5,IA,Go,MySQL,DigitalOcean,1956,6108,14.11,14.29,115.91,3092.95,11.73,79569.68,15,45676356.92,Serie B,2554673.73,24.98,https://conecta-crece.com/pitch/133,https://youtube.com/watch?v=pitch133,MVP
134,Sandra Díaz,fredygomez@example.org,(+57) 309 297 26 81,Barranquilla,Valle del Cauca,IA,False,2397,194260.62,2023-05-02,Medio,28,Otro,22,True,True,True,3,Gobierno,214103.22,365641.41,821.97,466236.33,275071.29,51.6,713,10.67,-89,9,IoT,Java,MySQL,Azure,1729,5277,6.82,4.66,270.82,7750.59,319.12,30902.15,13,13754480.6,Pre-semilla,4793575.37,18.99,https://conecta-crece.com/pitch/134,https://youtube.com/watch?v=pitch134,Idea
135,Carolina María Acevedo,irodriguez@example.com,(+57)3225562003,Cali,Valle del Cauca,Healthtech,True,4691,210544.49,2025-10-15,Medio,37,M,3,False,False,False,0,Angel,8697.81,632304.69,10091.2,192416.22,35178.94,37.43,4883,26.85,61,31,IoT,Java,MongoDB,Azure,1633,11700,22.99,12.23,48.49,9235.56,370.44,58939.98,8,40661265.78,Serie B,531451.83,12.76,https://conecta-crece.com/pitch/135,https://youtube.com/watch?v=pitch135,Escalando
136,Andrés Polo Guerrero,carmenramirez@example.org,+57 309 858 70 27,Medellín,Antioquia,IA,False,6004,473193.15,2025-09-27,Medio,47,M,23,False,False,False,3,Bootstrapped,19609.56,79020.94,95730.42,423037.36,113477.14,34.4,4707,4.69,-74,28,Web,Java,MySQL,Azure,4374,7572,12.62,6.49,314.23,5524.7,485.64,41462.56,24,10491083.48,Serie B,3932354.18,15.88,https://conecta-crece.com/pitch/136,https://youtube.com/watch?v=pitch136,Producto
137,Carlos Vanegas Moreno,sgarcia@example.net,3156343152,Medellín,Antioquia,SaaS,True,9457,546804.25,2025-09-15,Alto,53,M,19,False,False,True,3,Angel,92410.72,284055.59,119651.84,343068.83,238885.04,67.39,2682,15.33,69,6,Web,JavaScript,PostgreSQL,AWS,1211,10847,5.33,8.2,201.09,5821.52,57.62,69744.09,23,15056793.18,Serie A,4596583.03,28.42,https://conecta-crece.com/pitch/137,https://youtube.com/watch?v=pitch137,Producto
138,Gloria Osorio Fuentes,sreyes@example.org,+573014348831,Cartagena,Cundinamarca,E-commerce,False,2139,990337.81,2024-09-05,Alto,40,M,12,True,True,False,0,VC,259703.89,164668.82,140444.38,197739.89,127796.42,36.8,3125,13.62,-46,14,Blockchain,JavaScript,PostgreSQL,DigitalOcean,2961,13781,13.1,4.68,437.64,1342.94,-43.62,66596.98,12,36094827.69,Serie B,3306737.15,29.37,https://conecta-crece.com/pitch/138,https://youtube.com/watch?v=pitch138,MVP
139,Nelly Tamayo,gomezcarlos@example.com,+57 605 510 77 97,Bucaramanga,Atlántico,IA,False,9952,89240.13,2023-05-28,Bajo,49,Otro,6,False,False,False,3,VC,67722.28,297340.3,1486.0,249580.32,292580.62,59.85,2205,12.91,39,26,Web,Python,Firebase,Azure,937,9527,14.96,10.51,79.62,7339.8,490.97,98448.5,20,23300322.73,Pre-semilla,2640616.13,20.25,https://conecta-crece.com/pitch/139,https://youtube.com/watch?v=pitch139,MVP
140,Wilson Andrade Arias,mezakaren@example.com,573235912140,Bucaramanga,Cundinamarca,SaaS,False,914,475089.31,2024-07-04,Medio,43,Otro,25,True,False,False,4,Gobierno,172189.59,232059.79,70582.91,488902.5,118411.48,21.73,4895,22.73,86,19,Web,Go,PostgreSQL,AWS,2400,13272,22.38,0.9,247.53,1355.53,-7.73,79457.47,19,6713684.26,Serie A,1412324.72,11.42,https://conecta-crece.com/pitch/140,https://youtube.com/watch?v=pitch140,Idea
141,Esperanza Torres,daryvasquez@example.com,306 631 32 02,Cartagena,Antioquia,SaaS,False,6108,605802.43,2023-12-08,Alto,33,F,23,True,False,True,4,Bootstrapped,102854.4,59081.03,29014.05,467036.99,62336.8,44.72,3382,23.34,-40,31,Móvil,JavaScript,MongoDB,AWS,2175,12397,24.77,1.26,237.37,4814.7,211.95,95083.92,17,19052059.63,Serie B,2399218.42,8.63,https://conecta-crece.com/pitch/141,https://youtube.com/watch?v=pitch141,Escalando
142,Andrés Daza,claudia35@example.org,57 311 737 30 80,Barranquilla,Atlántico,SaaS,False,8737,16803.72,2025-03-12,Bajo,24,M,18,False,False,False,2,VC,80126.34,68793.75,130868.66,196185.73,309441.89,62.44,4822,23.34,33,24,Móvil,Java,MySQL,AWS,566,215,12.93,8.12,345.89,3580.01,348.89,28930.13,5,1282653.6,Pre-semilla,331565.46,19.85,https://conecta-crece.com/pitch/142,https://youtube.com/watch?v=pitch142,MVP
143,Luz Álvarez Ariza,suarezalberto@example.net,573038398784,Bucaramanga,Cundinamarca,SaaS,True,1465,950736.51,2023-01-31,Alto,30,F,22,True,True,True,2,VC,140086.67,655327.44,127756.1,461425.0,111132.32,39.89,2649,8.46,99,7,IA,Python,Firebase,DigitalOcean,2735,1004,8.49,12.29,97.19,787.04,488.68,24063.57,28,9004264.29,Serie B,586730.82,18.52,https://conecta-crece.com/pitch/143,https://youtube.com/watch?v=pitch143,Escalando
144,Luz Milena Pabón Mejía,diana83@example.net,(+57)3179083254,Bucaramanga,Cundinamarca,Agrotech,False,1742,222294.57,2025-09-05,Medio,24,M,3,False,False,True,3,Angel,195859.6,607.35,7567.13,195851.43,61321.7,33.09,3205,17.66,31,34,Blockchain,Go,Firebase,AWS,4434,3720,1.1,14.34,410.81,4872.46,261.98,93829.01,25,16738641.67,Serie A,2033043.25,20.81,https://conecta-crece.com/pitch/144,https://youtube.com/watch?v=pitch144,Idea
145,Tatiana Rodríguez Luna,giraldovictor@example.com,6036757554,Cali,Cundinamarca,IA,False,4800,368528.58,2023-11-15,Medio,34,M,18,True,False,True,2,Gobierno,268938.21,441431.94,71852.22,43346.38,253410.27,61.47,1146,2.04,-94,18,Blockchain,Go,MySQL,Azure,4103,8768,28.98,12.27,483.62,262.54,136.61,37083.27,5,20334842.01,Semilla,4045163.34,21.68,https://conecta-crece.com/pitch/145,https://youtube.com/watch?v=pitch145,Escalando
146,Teresa Torres,dazaangie@example.com,+57 320 952 75 52,Cartagena,Antioquia,SaaS,True,1230,940389.34,2024-12-22,Alto,24,Otro,5,False,True,False,4,Bootstrapped,72804.77,454150.49,2873.04,316698.07,361941.21,67.45,797,14.23,-57,7,Web,Python,Firebase,Google Cloud,526,13200,6.88,5.39,419.59,7405.49,171.1,16476.23,11,16147335.31,Semilla,3832928.02,19.83,https://conecta-crece.com/pitch/146,https://youtube.com/watch?v=pitch146,Producto
147,David Juan Arroyo,juan85@example.net,3043875755,Cali,Antioquia,IA,False,2803,67905.78,2025-07-22,Bajo,45,Otro,6,False,True,True,1,Bootstrapped,237315.69,442536.23,75226.21,79719.08,351947.07,15.65,59,6.2,-78,21,Blockchain,Go,PostgreSQL,Google Cloud,1182,10502,8.86,7.03,127.23,1828.03,330.42,61645.84,34,30641285.9,Pre-semilla,3154598.69,24.56,https://conecta-crece.com/pitch/147,https://youtube.com/watch?v=pitch147,Producto
148,Helena García Rojas,ferneycruz@example.net,018004279140,Cartagena,Antioquia,Edtech,True,8736,421691.94,2023-02-18,Medio,28,Otro,12,True,False,True,2,Bootstrapped,58115.7,557629.08,137048.75,484318.35,190185.61,22.34,353,2.57,-7,21,Móvil,Go,MongoDB,Azure,3722,729,4.03,1.26,273.31,1664.65,-34.01,53915.85,7,44764450.83,Serie B,2983897.98,13.15,https://conecta-crece.com/pitch/148,https://youtube.com/watch?v=pitch148,MVP
149,Norberto Sandoval,angiepadilla@example.net,(+57) 314 147 00 69,Cali,Antioquia,IA,True,5393,748351.32,2025-02-05,Alto,36,M,8,False,True,False,1,Bootstrapped,141297.08,339085.4,178097.77,73325.69,371212.54,41.85,3173,11.83,17,15,IA,Java,PostgreSQL,Azure,1052,545,21.07,1.36,76.89,8531.35,202.22,21264.13,24,11070692.86,Serie A,3037998.12,24.74,https://conecta-crece.com/pitch/149,https://youtube.com/watch?v=pitch149,MVP
150,Elizabeth León,gonzalezalexandra@example.org,304 611 70 57,Cartagena,Antioquia,Fintech,False,8598,580230.84,2025-10-12,Alto,53,M,19,False,False,False,0,Gobierno,220853.66,172657.92,65459.19,290154.05,356815.59,51.42,1220,27.5,-99,29,Web,Python,Firebase,AWS,3497,8721,12.44,12.24,351.36,1070.19,222.41,12893.69,3,34688675.97,Serie B,4752172.78,8.32,https://conecta-crece.com/pitch/150,https://youtube.com/watch?v=pitch150,Producto
151,Alberto Fernando Mendoza Zapata,henaojose@example.com,(+57) 308 263 85 83,Bogotá,Cundinamarca,Agrotech,False,2700,242867.08,2024-07-14,Medio,51,Otro,24,True,False,False,1,Gobierno,55483.72,610086.26,125362.19,352247.13,1344.37,53.91,3152,26.91,-15,36,Web,Java,Firebase,Azure,4453,9444,24.04,11.92,49.67,8820.39,354.67,10207.11,26,44410097.51,Pre-semilla,1945627.23,16.63,https://conecta-crece.com/pitch/151,https://youtube.com/watch?v=pitch151,Idea
152,Aníbal Arturo Bautista Figueroa,edwin28@example.net,(+57)6099598106,Medellín,Cundinamarca,E-commerce,True,2317,368743.29,2025-05-15,Medio,43,M,18,True,False,True,5,Angel,96139.14,628553.13,100713.19,212041.63,22540.43,36.1,3706,15.1,34,10,Blockchain,Rust,MongoDB,DigitalOcean,3025,13125,20.53,10.55,489.26,8842.99,53.59,88978.0,8,4100503.13,Semilla,1477444.8,28.92,https://conecta-crece.com/pitch/152,https://youtube.com/watch?v=pitch152,Idea
153,Carolina Rosa Pérez Pulido,liliana82@example.com,573213970722,Bogotá,Antioquia,Agrotech,True,3396,168942.39,2025-07-09,Medio,55,Otro,1,False,False,True,3,VC,126038.99,516396.47,4296.46,95341.27,9597.02,66.14,4256,19.7,5,24,IA,Go,Firebase,DigitalOcean,2501,9313,4.83,11.95,94.15,2674.07,216.33,97218.78,6,7502082.94,Serie A,2306836.36,9.16,https://conecta-crece.com/pitch/153,https://youtube.com/watch?v=pitch153,MVP
154,Diana María Salazar,lopezgloria@example.org,3280396822,Cali,Antioquia,Edtech,True,2691,713253.11,2022-12-23,Alto,37,M,2,False,True,False,2,VC,55348.97,393741.07,6937.82,159154.94,138063.73,36.1,4422,29.29,36,22,Web,Python,Firebase,DigitalOcean,1200,7524,27.91,2.76,485.37,5506.84,229.07,66488.18,21,23748142.62,Serie A,4849547.51,23.85,https://conecta-crece.com/pitch/154,https://youtube.com/watch?v=pitch154,MVP
155,Alejandro Tovar,cvergara@example.org,573012774409,Bucaramanga,Atlántico,Healthtech,True,7897,800578.29,2023-12-18,Alto,24,M,22,True,False,True,3,Crowdfunding,252263.07,312180.88,18496.23,28461.78,256812.01,50.84,1819,23.66,96,20,Móvil,Python,MySQL,DigitalOcean,725,8405,12.44,7.61,305.55,5164.4,-19.17,68342.81,28,7482502.33,Serie B,1879668.34,14.32,https://conecta-crece.com/pitch/155,https://youtube.com/watch?v=pitch155,Producto
156,Antonio Rodríguez,pintoliliana@example.net,+573254675131,Cali,Atlántico,IA,True,3583,348195.61,2023-01-26,Medio,50,Otro,14,False,False,True,5,Gobierno,218581.65,289935.65,167102.31,299369.92,58140.8,31.23,4303,29.61,-84,27,Web,Python,Firebase,Azure,3405,2885,17.12,10.8,380.07,1455.58,52.3,41268.11,34,2207422.43,Serie A,4181196.75,12.6,https://conecta-crece.com/pitch/156,https://youtube.com/watch?v=pitch156,Escalando
157,Pablo Arias López,vhurtado@example.org,+573283340689,Bogotá,Antioquia,Healthtech,False,7792,228397.62,2024-11-13,Medio,29,Otro,22,False,False,True,3,Angel,8532.78,535302.85,98610.05,485342.04,239877.42,35.32,3936,17.4,-34,33,Web,Java,MySQL,Azure,1344,9549,2.7,5.14,440.38,1441.42,39.82,30903.68,29,31848732.04,Serie A,291138.76,12.29,https://conecta-crece.com/pitch/157,https://youtube.com/watch?v=pitch157,Idea
158,Andrés Pedro Trujillo Guerrero,psanabria@example.com,018004142230,Bucaramanga,Antioquia,IA,True,9860,516297.16,2023-12-21,Alto,32,Otro,11,False,False,False,5,VC,28750.02,406032.65,164662.96,7435.93,207653.76,36.11,3972,12.95,-59,9,Móvil,JavaScript,PostgreSQL,Google Cloud,4586,10070,21.0,14.31,424.57,7154.22,336.25,81245.13,29,23078518.79,Pre-semilla,626999.97,8.28,https://conecta-crece.com/pitch/158,https://youtube.com/watch?v=pitch158,Idea
159,Sebastián Arango,ligiabenavides@example.com,01 8003 085 078,Cali,Valle del Cauca,Edtech,False,9841,482120.64,2023-03-31,Medio,55,F,6,False,True,True,1,Angel,257044.56,99651.54,45314.89,63546.75,52783.13,15.5,915,3.25,98,33,Blockchain,Python,PostgreSQL,AWS,278,13013,20.13,9.1,239.85,9094.44,-26.2,33656.35,3,37752058.55,Pre-semilla,4604485.45,10.14,https://conecta-crece.com/pitch/159,https://youtube.com/watch?v=pitch159,MVP
160,Marina Bedoya,isabelsoto@example.com,+573248107411,Cali,Cundinamarca,Fintech,True,4594,188857.92,2024-03-20,Medio,44,F,6,True,True,True,4,Bootstrapped,158651.62,501068.14,192852.76,86714.96,301803.93,10.3,808,27.8,29,33,IA,Rust,PostgreSQL,DigitalOcean,889,2983,25.21,14.73,217.81,5191.08,174.17,77333.9,23,6268408.58,Pre-semilla,2622651.53,17.4,https://conecta-crece.com/pitch/160,https://youtube.com/watch?v=pitch160,Producto
161,Esperanza Lucía Gutiérrez Herrera,duvanbeltran@example.com,+57 316 648 50 44,Cartagena,Cundinamarca,Fintech,False,8138,706207.26,2023-07-31,Alto,29,F,10,False,False,False,1,Crowdfunding,122184.67,689473.63,85592.33,428530.1,357986.06,66.17,3010,6.2,72,34,Web,Go,Firebase,AWS,986,2368,12.45,10.58,489.01,7440.18,440.84,21028.71,26,48762853.96,Serie A,1041304.31,26.1,https://conecta-crece.com/pitch/161,https://youtube.com/watch?v=pitch161,Escalando
162,Piedad Patricia Muñoz Murcia,ngutierrez@example.net,+573134020049,Barranquilla,Atlántico,Healthtech,False,6607,127148.36,2023-09-14,Medio,44,F,22,False,False,False,1,Gobierno,32411.0,175482.9,99454.76,314557.14,54535.67,16.97,432,25.08,27,4,Móvil,Go,MongoDB,Google Cloud,2490,10210,19.07,11.52,333.93,5247.49,220.7,49272.07,21,33138452.34,Serie B,2548734.04,18.56,https://conecta-crece.com/pitch/162,https://youtube.com/watch?v=pitch162,Idea
163,Lina Romero,vargasdenis@example.net,3191188400,Bogotá,Atlántico,Fintech,False,7424,952817.59,2023-02-16,Alto,42,F,15,False,True,True,1,Crowdfunding,197823.31,545567.73,176940.05,82907.98,172727.9,31.87,3187,15.14,-72,34,IoT,Rust,Firebase,DigitalOcean,4615,14017,5.53,1.31,139.06,5951.35,157.79,69266.34,21,16092090.9,Pre-semilla,2972793.9,8.2,https://conecta-crece.com/pitch/163,https://youtube.com/watch?v=pitch163,Producto
164,Antonio Pinzón Rueda,martinezjesus@example.net,+576037144036,Bucaramanga,Cundinamarca,IA,False,6285,352132.4,2025-05-22,Medio,28,F,12,False,False,False,0,Angel,74284.18,453657.98,118506.33,455284.12,26947.69,31.34,2765,5.92,37,23,Web,Go,Firebase,DigitalOcean,2194,354,21.18,9.03,493.02,3839.6,164.67,59391.17,34,5092828.49,Semilla,1713038.94,17.57,https://conecta-crece.com/pitch/164,https://youtube.com/watch?v=pitch164,Producto
165,Andrés Fabián Rengifo Mosquera,velasquezliliana@example.net,+573198909984,Cali,Valle del Cauca,Agrotech,True,8192,170794.08,2024-03-17,Medio,26,Otro,7,False,False,True,2,Crowdfunding,120608.21,158120.18,148577.61,46886.96,337799.4,16.63,2759,8.93,45,36,Blockchain,Go,PostgreSQL,Azure,638,10694,24.89,7.82,156.96,6668.22,122.34,44359.85,19,31285697.41,Serie B,3374223.23,18.69,https://conecta-crece.com/pitch/165,https://youtube.com/watch?v=pitch165,Idea
166,Cristian Díaz Perea,qguzman@example.org,(+57)3054716066,Cartagena,Antioquia,E-commerce,False,3539,629704.72,2025-02-13,Alto,51,F,21,False,True,True,2,Gobierno,44323.11,105330.86,137061.33,150837.56,174607.2,32.31,527,19.38,5,20,IA,JavaScript,MongoDB,Google Cloud,3334,3927,4.29,3.28,130.34,8289.57,205.29,58183.38,30,21158754.53,Pre-semilla,1049853.02,11.82,https://conecta-crece.com/pitch/166,https://youtube.com/watch?v=pitch166,Idea
167,Luis Alberto Beltrán Herrera,jesusduran@example.org,57 328 268 68 81,Cali,Antioquia,SaaS,True,8010,262104.86,2023-07-07,Medio,23,M,3,False,False,True,3,VC,201501.62,620003.55,79379.01,420065.43,337225.91,26.52,4677,22.3,-70,36,IoT,Rust,MongoDB,DigitalOcean,749,3920,18.39,11.71,163.57,8340.11,355.48,81554.95,18,46781454.79,Semilla,764175.65,9.38,https://conecta-crece.com/pitch/167,https://youtube.com/watch?v=pitch167,Producto
168,Robinson Martínez Marín,javiermunoz@example.com,323 367 73 10,Cali,Cundinamarca,Agrotech,False,1900,442278.04,2025-08-19,Medio,42,Otro,14,False,True,False,1,VC,142566.53,257417.5,61634.28,323053.4,362167.59,12.44,447,21.03,71,18,IA,Rust,Firebase,Azure,2982,14817,24.56,2.27,434.81,8590.71,163.66,91429.96,28,46382619.28,Serie A,1539396.35,28.41,https://conecta-crece.com/pitch/168,https://youtube.com/watch?v=pitch168,MVP
169,Doris Cristina Ramírez Vargas,mary58@example.net,01 8002 271 253,Medellín,Atlántico,SaaS,False,6706,300935.79,2025-01-03,Medio,24,F,3,False,False,False,2,Gobierno,263028.37,574168.92,164880.17,349542.61,202928.74,34.63,4932,22.15,40,23,Blockchain,Python,MySQL,Google Cloud,3642,12980,19.59,0.54,108.04,3124.92,266.7,15528.68,18,25866657.96,Semilla,4242454.13,22.14,https://conecta-crece.com/pitch/169,https://youtube.com/watch?v=pitch169,Producto
170,Betty María Ramírez Maldonado,andrea86@example.org,(+57) 318 589 48 92,Bucaramanga,Antioquia,Healthtech,True,9766,454232.45,2024-05-13,Medio,42,F,7,True,False,False,1,Gobierno,262917.0,661330.01,176868.29,113019.08,379285.2,74.62,1873,27.3,18,15,IA,JavaScript,MySQL,DigitalOcean,3523,9856,8.54,1.79,190.28,9477.71,14.54,73265.43,30,38690630.09,Serie B,4144924.39,17.35,https://conecta-crece.com/pitch/170,https://youtube.com/watch?v=pitch170,MVP
171,Myriam Ramírez Hernández,frodriguez@example.com,+576015882261,Medellín,Valle del Cauca,Healthtech,False,6309,714995.89,2025-04-06,Alto,30,F,7,True,False,True,3,Angel,122557.23,102160.0,58038.59,131637.93,247377.95,73.51,3028,17.9,65,32,Web,Python,Firebase,Google Cloud,2658,11374,12.53,3.58,197.91,4290.58,278.46,11940.28,6,2700419.32,Semilla,2381115.5,13.86,https://conecta-crece.com/pitch/171,https://youtube.com/watch?v=pitch171,Idea
172,Óscar Rivas Alvarado,renteriayurany@example.net,309 780 97 32,Cartagena,Atlántico,Healthtech,False,6126,10334.18,2023-08-10,Bajo,30,Otro,2,True,False,True,4,Gobierno,279098.08,614527.73,26383.91,159341.38,212545.18,19.93,957,10.08,-68,34,IA,Java,Firebase,Azure,2166,10062,25.06,13.94,263.32,4414.18,40.74,75002.58,34,38207403.14,Semilla,2800589.81,28.07,https://conecta-crece.com/pitch/172,https://youtube.com/watch?v=pitch172,Escalando
173,Nubia Adriana Moreno,cardonamauricio@example.org,+573163124406,Medellín,Cundinamarca,Edtech,True,637,57956.08,2024-03-15,Bajo,52,F,6,False,False,True,3,Bootstrapped,132455.91,692173.01,112170.9,229422.09,45706.36,60.38,1212,4.59,-77,16,IA,JavaScript,PostgreSQL,Azure,4624,14616,20.23,3.58,499.02,140.84,371.77,22154.04,7,12383256.05,Serie B,3400697.15,27.18,https://conecta-crece.com/pitch/173,https://youtube.com/watch?v=pitch173,Idea
174,Jair César Escobar,cperez@example.com,+576024340839,Bucaramanga,Cundinamarca,Agrotech,False,9722,287859.85,2023-03-01,Medio,28,F,5,True,True,False,5,Gobierno,136216.65,668641.07,118840.85,3896.88,387932.39,55.93,3711,10.42,87,11,Móvil,Python,MongoDB,Azure,464,12206,3.05,14.3,196.88,4048.7,47.91,96679.68,28,4550496.55,Semilla,856556.39,24.49,https://conecta-crece.com/pitch/174,https://youtube.com/watch?v=pitch174,Producto
175,Luz León,whernandez@example.net,+57 311 892 04 94,Bucaramanga,Antioquia,Fintech,False,8092,648932.16,2024-12-18,Alto,49,Otro,10,True,False,True,2,Crowdfunding,59961.38,311809.69,77617.91,134971.22,240456.03,16.32,3461,24.52,57,14,Blockchain,Go,MySQL,AWS,4215,5619,29.22,10.31,327.33,7164.99,461.87,55091.48,36,4290108.08,Serie B,2214909.82,27.68,https://conecta-crece.com/pitch/175,https://youtube.com/watch?v=pitch175,Escalando
176,Luz Tamayo,zmercado@example.com,320 158 43 21,Medellín,Valle del Cauca,IA,True,8620,303891.29,2023-02-04,Medio,49,F,19,True,True,True,4,Bootstrapped,153195.48,289113.58,92931.3,360434.69,325279.64,34.88,4796,3.37,28,4,Web,Go,PostgreSQL,Google Cloud,3229,761,3.42,13.21,155.85,5913.36,200.25,68674.69,19,17132585.56,Semilla,1094788.44,6.96,https://conecta-crece.com/pitch/176,https://youtube.com/watch?v=pitch176,Producto
177,Rocío Catalina Camacho,angel64@example.com,(+57)6076574239,Bogotá,Atlántico,E-commerce,True,145,872257.72,2024-12-18,Alto,47,M,1,True,False,False,5,Gobierno,260634.16,676062.67,120377.49,243874.52,247704.95,78.17,2955,21.03,76,28,IA,Python,PostgreSQL,Google Cloud,123,3146,4.25,0.73,485.55,8604.22,65.08,66619.21,18,21845844.84,Semilla,476163.06,24.24,https://conecta-crece.com/pitch/177,https://youtube.com/watch?v=pitch177,MVP
178,Marcela Londoño,martingiraldo@example.net,(+57)3020343998,Bogotá,Cundinamarca,Edtech,True,7345,476619.14,2024-12-23,Medio,53,F,1,False,True,True,2,Crowdfunding,248835.23,274213.38,66770.01,52229.1,339173.71,40.23,3405,25.61,88,21,Web,Go,Firebase,DigitalOcean,4215,9703,22.01,14.06,453.49,8689.58,77.55,10766.94,4,21158026.92,Serie A,2788615.64,11.7,https://conecta-crece.com/pitch/178,https://youtube.com/watch?v=pitch178,Escalando
179,Carlos Jhoan Acosta Ocampo,andrea94@example.net,+573035416807,Bogotá,Atlántico,E-commerce,False,7395,889694.89,2024-12-11,Alto,49,M,6,False,True,False,2,Gobierno,69630.93,153791.64,181814.03,170237.35,241158.37,68.97,3837,4.8,-25,27,Blockchain,Java,Firebase,Google Cloud,1707,4647,21.03,1.75,246.62,1815.58,35.97,51757.64,29,47158429.45,Serie B,1553076.87,10.24,https://conecta-crece.com/pitch/179,https://youtube.com/watch?v=pitch179,Idea
